file, amc, state, mem, time
cnf/sundermann/business/erp_system/Pereira2016.cnf, , timeout, 502226, 18000
cnf/sundermann/e_commerce/e_agribusiness/Pereira2016.cnf, 7963925211653386996494185742766347703639461295923692360841489254424698456616856618561982279131810623216162996047500964084644419224656574598261839388966608382959283203978191261741808280421285690753127365684627355567352441933078602082263728675840229260559181752971913794502414292818048171466680334912244003017347299468846784722971845317462308169068756457335303833014586903804699545663094313568402032186953608182908066027914280764893333980830153489883115017853664667399128114272139911628427473247748725403127720269056693345595987132301306718625240293592086347776, done, 23986, 0.961269
cnf/sundermann/e_commerce/e_shop/Lau2006.cnf, 246290604621824, done, 18034, 0.303983
cnf/sundermann/finance/FinancialServices01/Nieke2018-2018-05-09.cnf, 101979703476224, done, 59314, 55.7116
cnf/sundermann/finance/decisionmaking/AlHajjaji2019.cnf, 42052244769692917247151989840213057256240745283896601408332381653999950851306360828577066086563840, done, 62009, 9.40936
cnf/sundermann/finance/bank/AlHajjaji2019.cnf, 52290587259414462811739007221760, done, 20598, 0.448419
cnf/sundermann/automotive/automotive01/Kowal2016.cnf, , timeout, 484954, 18000
cnf/sundermann/automotive/automotive2/Knüppel2017-2_4.cnf, , timeout, 2719285, 18000
cnf/sundermann/text/xtext/Mendonca2009.cnf, 136358332192861005545472, done, 25378, 1.50163
cnf/sundermann/deep_learning/cnn-architecture/Ghamizi2019-light.cnf, , timeout, 393338, 18000
cnf/sundermann/security/CVE/VarelaVaca2020-2020-9372.cnf, 844, done, 20496, 0.428205
cnf/sundermann/database/berkeleydb/Hierons2020.cnf, 32, done, 15122, 0.0530345
cnf/sundermann/games/Tankwar/Schulze2012.cnf, 4161326055690338304, done, 63717, 58.7201
cnf/sundermann/hardware/pc-richmond/Sprey2020.cnf, , timeout, 180412, 18000
cnf/sundermann/cloud/multicloud/GonzálezRojas2019.cnf, 1, done, 10174, 0.0434836
cnf/sundermann/systems_software/innovator/Berger2013.cnf, , timeout, 222117, 18000
cnf/sundermann/systems_software/innovator/Knüppel2017.cnf, , timeout, 230678, 18000
cnf/sundermann/systems_software/aeb/Berger2013.cnf, , timeout, 280518, 18000
cnf/sundermann/systems_software/aeb/Knüppel2017.cnf, , timeout, 280006, 18000
cnf/sundermann/systems_software/stdeval1/Berger2013.cnf, , timeout, 321077, 18000
cnf/sundermann/systems_software/stdeval1/Knüppel2017.cnf, , timeout, 273035, 18000
cnf/sundermann/systems_software/iq80310/Berger2013.cnf, , timeout, 289189, 18000
cnf/sundermann/systems_software/iq80310/Knüppel2017.cnf, , timeout, 293072, 18000
cnf/sundermann/systems_software/pc_i82544/Berger2013.cnf, , timeout, 298110, 18000
cnf/sundermann/systems_software/pc_i82544/Knüppel2017.cnf, , timeout, 287703, 18000
cnf/sundermann/systems_software/sleb/Berger2013.cnf, , timeout, 276803, 18000
cnf/sundermann/systems_software/sleb/Knüppel2017.cnf, , timeout, 272953, 18000
cnf/sundermann/systems_software/aim711/Berger2013.cnf, , timeout, 326447, 18000
cnf/sundermann/systems_software/aim711/Knüppel2017.cnf, , timeout, 352555, 18000
cnf/sundermann/systems_software/olpcl2294/Berger2013.cnf, , timeout, 274083, 18000
cnf/sundermann/systems_software/olpcl2294/Knüppel2017.cnf, , timeout, 294744, 18000
cnf/sundermann/systems_software/h8300h_sim/Berger2013.cnf, , timeout, 309145, 18000
cnf/sundermann/systems_software/h8300h_sim/Knüppel2017.cnf, , timeout, 306978, 18000
cnf/sundermann/systems_software/eb55/Berger2013.cnf, , timeout, 329158, 18000
cnf/sundermann/systems_software/eb55/Knüppel2017.cnf, , timeout, 290070, 18000
cnf/sundermann/systems_software/tx39_sim/Berger2013.cnf, , timeout, 275226, 18000
cnf/sundermann/systems_software/tx39_sim/Knüppel2017.cnf, , timeout, 273047, 18000
cnf/sundermann/systems_software/nano/Berger2013.cnf, , timeout, 330358, 18000
cnf/sundermann/systems_software/nano/Knüppel2017.cnf, , timeout, 280707, 18000
cnf/sundermann/systems_software/lpcmt/Berger2013.cnf, , timeout, 287301, 18000
cnf/sundermann/systems_software/lpcmt/Knüppel2017.cnf, , timeout, 286228, 18000
cnf/sundermann/systems_software/windows/Mendonca2009-8.cnf, , timeout, 239538, 18000
cnf/sundermann/systems_software/hs7729pci/Berger2013.cnf, , timeout, 292425, 18000
cnf/sundermann/systems_software/hs7729pci/Knüppel2017.cnf, , timeout, 336613, 18000
cnf/sundermann/systems_software/pc_vmWare/Berger2013.cnf, , timeout, 294658, 18000
cnf/sundermann/systems_software/pc_vmWare/Knüppel2017.cnf, , timeout, 291282, 18000
cnf/sundermann/systems_software/sam7ex256/Berger2013.cnf, , timeout, 283394, 18000
cnf/sundermann/systems_software/sam7ex256/Knüppel2017.cnf, , timeout, 280793, 18000
cnf/sundermann/systems_software/fads/Berger2013.cnf, , timeout, 277168, 18000
cnf/sundermann/systems_software/fads/Knüppel2017.cnf, , timeout, 276377, 18000
cnf/sundermann/systems_software/uCLinux_base/Knüppel2017.cnf, , timeout, 170246, 18000
cnf/sundermann/systems_software/integrator_arm7/Berger2013.cnf, , timeout, 301613, 18000
cnf/sundermann/systems_software/integrator_arm7/Knüppel2017.cnf, , timeout, 299843, 18000
cnf/sundermann/systems_software/sparclite_sim/Berger2013.cnf, , timeout, 330817, 18000
cnf/sundermann/systems_software/sparclite_sim/Knüppel2017.cnf, , timeout, 269066, 18000
cnf/sundermann/systems_software/mcb2100/Berger2013.cnf, , timeout, 313589, 18000
cnf/sundermann/systems_software/mcb2100/Knüppel2017.cnf, , timeout, 287555, 18000
cnf/sundermann/systems_software/cerf/Berger2013.cnf, , timeout, 291778, 18000
cnf/sundermann/systems_software/cerf/Knüppel2017.cnf, , timeout, 290816, 18000
cnf/sundermann/systems_software/aki3068net/Berger2013.cnf, , timeout, 313192, 18000
cnf/sundermann/systems_software/aki3068net/Knüppel2017.cnf, , timeout, 313065, 18000
cnf/sundermann/systems_software/smdk2410/Berger2013.cnf, , timeout, 254500, 18000
cnf/sundermann/systems_software/smdk2410/Knüppel2017.cnf, , timeout, 238624, 18000
cnf/sundermann/systems_software/uClibc/Knüppel2017.cnf, 16588765387395750093839512112298700308480, done, 109146, 4507.55
cnf/sundermann/systems_software/uClibc/Oh2020-ng_1_0_29.cnf, 8016906349577773858451086332315828224, done, 74244, 129.183
cnf/sundermann/systems_software/uClibc/Pett2023-2020-12-24_11-54-53.cnf, 50774884423814425337659392, done, 68288, 148.815
cnf/sundermann/systems_software/ts6/Berger2013.cnf, , timeout, 338055, 18000
cnf/sundermann/systems_software/ts6/Knüppel2017.cnf, , timeout, 294572, 18000
cnf/sundermann/systems_software/am31_sim/Berger2013.cnf, , timeout, 269426, 18000
cnf/sundermann/systems_software/am31_sim/Knüppel2017.cnf, , timeout, 270721, 18000
cnf/sundermann/systems_software/mace1/Berger2013.cnf, , timeout, 282030, 18000
cnf/sundermann/systems_software/mace1/Knüppel2017.cnf, , timeout, 282361, 18000
cnf/sundermann/systems_software/mac7100evb/Berger2013.cnf, , timeout, 283447, 18000
cnf/sundermann/systems_software/mac7100evb/Knüppel2017.cnf, , timeout, 284073, 18000
cnf/sundermann/systems_software/ea2468/Berger2013.cnf, , timeout, 296587, 18000
cnf/sundermann/systems_software/ea2468/Knüppel2017.cnf, , timeout, 282705, 18000
cnf/sundermann/systems_software/refidt334/Berger2013.cnf, , timeout, 259674, 18000
cnf/sundermann/systems_software/refidt334/Knüppel2017.cnf, , timeout, 226906, 18000
cnf/sundermann/systems_software/BusyBox/Pett2021-2010-05-09_00-13-40.cnf, , timeout, 309284, 18000
cnf/sundermann/systems_software/BusyBox/Oh2020-1_28_0.cnf, , timeout, 342626, 18000
cnf/sundermann/systems_software/BusyBox/Knüppel2017-1.18.0.cnf, , timeout, 312111, 18000
cnf/sundermann/systems_software/BusyBox/Berger2013-1.18.0.cnf, , timeout, 328908, 18000
cnf/sundermann/systems_software/XSEngine/Berger2013.cnf, , timeout, 274272, 18000
cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf, , timeout, 224583, 18000
cnf/sundermann/systems_software/viper/Berger2013.cnf, , timeout, 259923, 18000
cnf/sundermann/systems_software/viper/Knüppel2017.cnf, , timeout, 227618, 18000
cnf/sundermann/systems_software/p2106/Berger2013.cnf, , timeout, 286732, 18000
cnf/sundermann/systems_software/p2106/Knüppel2017.cnf, , timeout, 282714, 18000
cnf/sundermann/systems_software/jmr3904/Berger2013.cnf, , timeout, 280526, 18000
cnf/sundermann/systems_software/jmr3904/Knüppel2017.cnf, , timeout, 313724, 18000
cnf/sundermann/systems_software/pc_i82559/Berger2013.cnf, , timeout, 356827, 18000
cnf/sundermann/systems_software/pc_i82559/Knüppel2017.cnf, , timeout, 378920, 18000
cnf/sundermann/systems_software/csb281/Berger2013.cnf, , timeout, 290742, 18000
cnf/sundermann/systems_software/csb281/Knüppel2017.cnf, , timeout, 289202, 18000
cnf/sundermann/systems_software/cma28x/Berger2013.cnf, , timeout, 284393, 18000
cnf/sundermann/systems_software/cma28x/Knüppel2017.cnf, , timeout, 278626, 18000
cnf/sundermann/systems_software/e7t/Berger2013.cnf, , timeout, 222089, 18000
cnf/sundermann/systems_software/e7t/Knüppel2017.cnf, , timeout, 280154, 18000
cnf/sundermann/systems_software/pc_rltk8139/Berger2013.cnf, , timeout, 300040, 18000
cnf/sundermann/systems_software/pc_rltk8139/Knüppel2017.cnf, , timeout, 298725, 18000
cnf/sundermann/systems_software/sh7708/Berger2013.cnf, , timeout, 310337, 18000
cnf/sundermann/systems_software/sh7708/Knüppel2017.cnf, , timeout, 310726, 18000
cnf/sundermann/systems_software/asb2305/Berger2013.cnf, , timeout, 272191, 18000
cnf/sundermann/systems_software/asb2305/Knüppel2017.cnf, , timeout, 302469, 18000
cnf/sundermann/systems_software/Embtoolkit/Berger2013.cnf, , timeout, 412078, 18000
cnf/sundermann/systems_software/Embtoolkit/Knüppel2017.cnf, , timeout, 234831, 18000
cnf/sundermann/systems_software/sparc_erc32/Berger2013.cnf, , timeout, 269115, 18000
cnf/sundermann/systems_software/sparc_erc32/Knüppel2017.cnf, , timeout, 314798, 18000
cnf/sundermann/systems_software/at91sam7xek/Berger2013.cnf, , timeout, 329560, 18000
cnf/sundermann/systems_software/at91sam7xek/Knüppel2017.cnf, , timeout, 287756, 18000
cnf/sundermann/systems_software/npwr/Berger2013.cnf, , timeout, 292966, 18000
cnf/sundermann/systems_software/npwr/Knüppel2017.cnf, , timeout, 359215, 18000
cnf/sundermann/systems_software/mpc50/Berger2013.cnf, , timeout, 277811, 18000
cnf/sundermann/systems_software/mpc50/Knüppel2017.cnf, , timeout, 279678, 18000
cnf/sundermann/systems_software/ipaq/Berger2013.cnf, , timeout, 283418, 18000
cnf/sundermann/systems_software/ipaq/Knüppel2017.cnf, , timeout, 283136, 18000
cnf/sundermann/systems_software/moab/Berger2013.cnf, , timeout, 298053, 18000
cnf/sundermann/systems_software/moab/Knüppel2017.cnf, , timeout, 326819, 18000
cnf/sundermann/systems_software/stm3210e_eval/Berger2013.cnf, , timeout, 347832, 18000
cnf/sundermann/systems_software/stm3210e_eval/Knüppel2017.cnf, , timeout, 286240, 18000
cnf/sundermann/systems_software/olpch2294/Berger2013.cnf, , timeout, 292818, 18000
cnf/sundermann/systems_software/olpch2294/Knüppel2017.cnf, , timeout, 353644, 18000
cnf/sundermann/systems_software/snds/Berger2013.cnf, , timeout, 331526, 18000
cnf/sundermann/systems_software/snds/Knüppel2017.cnf, , timeout, 317812, 18000
cnf/sundermann/systems_software/rattler/Berger2013.cnf, , timeout, 223739, 18000
cnf/sundermann/systems_software/rattler/Knüppel2017.cnf, , timeout, 224829, 18000
cnf/sundermann/systems_software/stb/Berger2013.cnf, , timeout, 250781, 18000
cnf/sundermann/systems_software/stb/Knüppel2017.cnf, , timeout, 252243, 18000
cnf/sundermann/systems_software/Buildroot/Berger2013.cnf, , timeout, 485408, 18000
cnf/sundermann/systems_software/Coreboot/Berger2013.cnf, 14079992668423967828287496598285621849187749537018951364397002785937483543964183313139642662912, done, 65499, 3.95498
cnf/sundermann/systems_software/eCos/Berger2013-icse11.cnf, , timeout, 291192, 18000
